date,ticket,open,high,low,close,volume
07/11/2025,MBB,26500,26900,26450,26700,21424900
07/14/2025,MBB,26750,26900,26400,26800,15049300
07/15/2025,MBB,26800,27100,26600,26600,19323000
07/16/2025,MBB,26500,26750,26450,26700,17617700
07/17/2025,MBB,26750,26900,26550,26750,17340900
07/18/2025,MBB,26800,27250,26600,27200,25167700
07/21/2025,MBB,27300,27650,26900,26950,17949400
07/22/2025,MBB,26900,27150,26650,27150,15464600
07/23/2025,MBB,27200,27600,27100,27400,27191300
07/24/2025,MBB,27550,28450,27550,28400,40005000
07/25/2025,MBB,28500,28850,28400,28450,18105800
07/28/2025,MBB,28450,28750,28350,28750,24900200
07/29/2025,MBB,28800,28850,26850,26850,48988900
07/30/2025,MBB,27200,27850,26850,27400,32104800
07/31/2025,MBB,27650,27800,26950,27450,24970800
08/01/2025,MBB,27450,27650,27050,27150,17890700
08/04/2025,MBB,27100,27800,27050,27800,21243200
08/05/2025,MBB,28900,29700,27650,29700,71103900
08/06/2025,MBB,30500,30950,30200,30600,30385100
08/07/2025,MBB,30900,30950,30350,30750,26980700
08/08/2025,MBB,30950,31000,30350,30550,25592900
08/11/2025,MBB,30800,32450,30700,31800,48669700
08/12/2025,MBB,32300,32400,31650,32400,56623400
08/13/2025,MBB,25400,25800,24700,25800,79609900
08/14/2025,MBB,27600,27600,27600,27600,40320900
08/15/2025,MBB,29500,29500,27700,28250,117471300
08/18/2025,MBB,28550,28600,27650,27800,51031700
08/19/2025,MBB,28350,29400,27900,28200,54011900
08/20/2025,MBB,28200,28300,26850,27800,77393200
08/21/2025,MBB,28050,28700,27750,28200,57150300
08/22/2025,MBB,27750,28000,26900,26900,72899700
08/25/2025,MBB,27150,27300,25800,26200,56190300
08/26/2025,MBB,26200,27600,26100,27550,40433700
08/27/2025,MBB,28200,28250,27400,27400,39077600
08/28/2025,MBB,27400,27550,26700,27200,32467000
08/29/2025,MBB,27450,28200,27200,27750,55715700
09/03/2025,MBB,27800,28800,27500,28450,46653600
09/04/2025,MBB,28450,28600,28100,28250,28054200
09/05/2025,MBB,28500,28650,27400,27400,66550600
09/08/2025,MBB,27200,27250,26700,26700,62869000
09/09/2025,MBB,26700,27000,26300,26650,32840700
09/10/2025,MBB,27000,27550,26800,26950,28898300
09/11/2025,MBB,26800,26950,26050,26700,31166200
09/12/2025,MBB,26900,27000,26600,26600,19231800
09/15/2025,MBB,26750,26850,26550,26850,21483300
09/16/2025,MBB,27100,27850,27050,27500,51366800
09/17/2025,MBB,27400,27550,27000,27000,15819100
09/18/2025,MBB,26950,27100,26600,26800,17716200
09/19/2025,MBB,26950,26950,26500,26650,14481700
09/22/2025,MBB,26550,26600,26100,26150,26372700
09/23/2025,MBB,26450,26550,26150,26350,10100400
09/24/2025,MBB,26350,26800,25900,26800,22752100
09/25/2025,MBB,27000,27000,26400,26550,15489700
09/26/2025,MBB,26500,26700,26250,26250,12945900
09/29/2025,MBB,26250,26350,26100,26150,16253000
09/30/2025,MBB,26200,26600,26050,26200,19759800
10/01/2025,MBB,26250,26600,26150,26400,11544600
10/02/2025,MBB,26500,27350,26450,26800,44086100
10/03/2025,MBB,26700,26800,26400,26550,14509500
10/06/2025,MBB,26950,27500,26650,27350,38982400
10/07/2025,MBB,27500,27550,26850,26850,22188300
10/08/2025,MBB,27200,27300,26850,26850,32173000
10/09/2025,MBB,27000,27400,26850,27350,38667700
10/10/2025,MBB,27400,27750,27200,27450,56780900
10/13/2025,MBB,27150,27400,27000,27350,46449900
10/14/2025,MBB,27500,27700,27050,27050,49401300
10/15/2025,MBB,27150,27650,27100,27250,31486300
10/16/2025,MBB,27300,27550,27150,27200,26482800
10/17/2025,MBB,27250,27800,27100,27100,43529100
10/20/2025,MBB,26950,27100,25250,25250,74530200
10/21/2025,MBB,25350,26000,24800,25300,51668400
10/22/2025,MBB,25600,25650,24800,25450,29596300
10/23/2025,MBB,25500,25700,25200,25200,19904800
10/24/2025,MBB,25150,25150,24350,24400,46363100
10/27/2025,MBB,24550,24650,23800,23800,52326000
10/28/2025,MBB,23800,24000,23150,24000,49519800
10/29/2025,MBB,24200,24600,24050,24350,24107400
10/30/2025,MBB,24400,24400,23850,23950,24498600
10/31/2025,MBB,23800,24100,23600,23600,19849200
11/03/2025,MBB,23700,24000,23100,23100,29961200
11/04/2025,MBB,23500,24350,23200,24000,38226500
11/05/2025,MBB,24000,24100,23800,23900,12417500
11/06/2025,MBB,24000,24100,23600,23700,10717900
11/07/2025,MBB,23750,23750,23150,23300,21326700
11/10/2025,MBB,23300,23600,23050,23100,17025200
