date,ticket,open,high,low,close,volume
12/02/2025,SSI,31700,32450,31700,32300,31339700
12/03/2025,SSI,32400,32550,32150,32350,22047800
12/04/2025,SSI,32550,33150,32500,32800,32017100
12/05/2025,SSI,32950,33000,32200,32250,47092900
12/08/2025,SSI,30000,30450,29400,29400,31938300
12/09/2025,SSI,29350,29400,28400,28750,30826600
12/10/2025,SSI,29000,29300,28900,29250,12135600
12/11/2025,SSI,29350,29700,28950,29050,11688200
12/12/2025,SSI,29300,29400,28000,28100,21558800
12/15/2025,SSI,28050,28850,28050,28400,18667300
12/16/2025,SSI,28600,30350,28000,30250,32104500
12/17/2025,SSI,30000,30100,29600,29650,13669700
12/18/2025,SSI,29650,30100,29350,29850,16276800
12/19/2025,SSI,30000,30950,29850,30800,42628200
12/22/2025,SSI,30900,31500,30550,31450,29655000
12/23/2025,SSI,31450,31600,30650,30800,26174900
12/24/2025,SSI,30700,31350,30400,31350,22076900
12/25/2025,SSI,31350,31600,30500,30500,16892800
12/26/2025,SSI,30250,31250,29750,30750,31205200
12/29/2025,SSI,30800,30950,30400,30500,11999500
12/30/2025,SSI,30500,30800,30300,30600,11165800
12/31/2025,SSI,30650,30900,30200,30250,13612800
